1539749602849,33.33.83,34.97,-1.14,-1.43
1539749602849,33.85,34.89,-1.04,-1.42
1539749602849,33.87,34.89,-1.02,-1.42
1539749602849,3
1539749602886,33.77,34.99,-1.22,-1.43
1539749602975,33.83,34.97,-1.14,-1.43
1539749602988,33.83,34.97,-1.14,-1.43
1539749602988,33.85,34.89,-1.04,-1.42
1539749602988,33.87,34.89,-1.02,-1.42
1539749603002,3
1539749603002,33.77,34.99,-1.22,-1.43
1539749603002,33.83,34.97,-1.14,-1.43
1539749603178,33.83,34.97,-1.14,-1.43
1539749603180,33.85,34.89,-1.04,-1.42
1539749603184,33.87,34.89,-1.02,-1.42
1539749603188,33.93,34.89,-0.96,-1.41
1539749603192,33.83,34.93,-1.10,-1.41
1539749603196,33.79,34.97,-1.18,-1.40
1539749603373,33.85,34.91,-1.06,-1.39
1539749603577,33.79,34.97,-1.18,-1.38
1539749603774,33.79,34.93,-1.14,-1.38
1539749603974,33.85,34.97,-1.12,-1.37
1539749604180,33.77,34.93,-1.16,-1.36
1539749604377,33.77,34.91,-1.14,-1.35
1539749604577,33.83,34.89,-1.06,-1.34
1539749604773,33.87,34.91,-1.04,-1.34
1539749604978,33.91,34.93,-1.02,-1.33
1539749605175,33.95,34.93,-0.98,-1.32
1539749605376,33.87,34.91,-1.04,-1.31
1539749605572,33.91,34.89,-0.98,-1.30
1539749605773,33.95,34.85,-0.90,-1.29
1539749605973,33.91,34.93,-1.02,-1.28
1539749606174,33.87,34.91,-1.04,-1.27
1539749606375,33.79,34.93,-1.14,-1.26
1539749606571,33.77,34.89,-1.12,-1.25
1539749606777,33.83,34.83,-1.00,-1.24
1539749606973,33.83,34.81,-0.98,-1.24
1539749607174,33.85,34.83,-0.98,-1.23
1539749607371,33.85,34.81,-0.96,-1.22
1539749607575,33.79,34.85,-1.06,-1.21
1539749607772,33.79,34.91,-1.12,-1.20
1539749607973,33.77,34.97,-1.20,-1.20
1539749608169,33.71,34.93,-1.22,-1.19
1539749608373,33.71,34.93,-1.22,-1.18
1539749608570,33.73,34.93,-1.20,-1.18
1539749608771,33.85,34.93,-1.08,-1.17
1539749608976,33.83,34.93,-1.10,-1.17
1539749609172,33.83,34.97,-1.14,-1.16
1539749609373,33.85,34.99,-1.14,-1.16
1539749609570,33.93,34.97,-1.04,-1.16
1539749609774,34.01,34.97,-0.96,-1.15
1539749609971,34.01,35.01,-1.00,-1.15
1539749610172,34.07,35.07,-1.00,-1.15
1539749610369,34.03,35.01,-0.98,-1.14
1539749610574,34.01,35.05,-1.04,-1.14
1539749610770,33.93,35.05,-1.12,-1.13
1539749610971,33.91,35.05,-1.14,-1.13
1539749611167,33.83,34.97,-1.14,-1.13
1539749611372,33.91,34.99,-1.08,-1.13
1539749611573,33.91,35.05,-1.14,-1.12
1539749611769,33.87,34.97,-1.10,-1.12
1539749611970,33.85,35.05,-1.20,-1.12
1539749612167,33.93,35.01,-1.08,-1.12
1539749612372,33.87,34.99,-1.12,-1.12
1539749612568,33.93,35.05,-1.12,-1.11
1539749612769,33.95,35.07,-1.12,-1.11
1539749612966,34.01,35.05,-1.04,-1.11
1539749613170,34.07,35.05,-0.98,-1.11
1539749613371,34.07,35.01,-0.94,-1.11
1539749613567,34.09,35.05,-0.96,-1.11
1539749613772,33.95,35.01,-1.06,-1.11
1539749613969,33.93,35.07,-1.14,-1.10
1539749614169,33.79,35.09,-1.30,-1.10
1539749614368,33.79,35.05,-1.26,-1.10
1539749614571,33.79,34.99,-1.20,-1.10
1539749614768,33.79,34.97,-1.18,-1.10
1539749614968,33.79,35.05,-1.26,-1.10
1539749615165,33.77,34.97,-1.20,-1.10
1539749615365,33.79,35.01,-1.22,-1.10
1539749615566,33.83,35.05,-1.22,-1.11
1539749615767,33.83,35.13,-1.30,-1.11
1539749615968,33.85,35.09,-1.24,-1.11
1539749616164,33.91,35.15,-1.24,-1.11
1539749616369,34.03,35.09,-1.06,-1.11
1539749616565,34.07,35.13,-1.06,-1.12
1539749616766,34.13,35.15,-1.02,-1.12
1539749616963,34.15,35.15,-1.00,-1.12
1539749617168,34.09,35.15,-1.06,-1.12
1539749617364,34.03,35.13,-1.10,-1.12
1539749617565,33.95,35.13,-1.18,-1.12
1539749617770,33.95,35.09,-1.14,-1.12
1539749617967,33.87,35.09,-1.22,-1.12
1539749618167,33.85,35.15,-1.30,-1.12
1539749618363,33.85,35.15,-1.30,-1.12
1539749618565,33.83,35.09,-1.26,-1.12
1539749618761,33.79,35.15,-1.36,-1.12
1539749618966,33.77,35.15,-1.38,-1.12
1539749619162,33.83,35.21,-1.38,-1.13
1539749619363,33.85,35.13,-1.28,-1.13
1539749619560,33.85,35.19,-1.34,-1.14
1539749619764,33.91,35.07,-1.16,-1.14
1539749619965,34.01,35.07,-1.06,-1.15
1539749620161,33.99,35.09,-1.10,-1.15
1539749620367,33.95,35.05,-1.10,-1.15
1539749620563,33.95,35.05,-1.10,-1.15
1539749620764,33.85,35.07,-1.22,-1.16
1539749620961,33.83,35.09,-1.26,-1.16
1539749621165,33.83,35.05,-1.22,-1.16
1539749621361,33.79,35.13,-1.34,-1.16
1539749621563,33.71,35.09,-1.38,-1.17
1539749621763,33.65,35.09,-1.44,-1.17
1539749621960,33.71,35.15,-1.44,-1.18
1539749622164,33.73,35.13,-1.40,-1.18
1539749622361,33.73,35.09,-1.36,-1.19
1539749622562,33.79,35.09,-1.30,-1.19
1539749622758,33.77,35.19,-1.42,-1.19
1539749622964,33.85,35.15,-1.30,-1.20
1539749623160,33.83,35.19,-1.36,-1.21
1539749623360,33.87,35.21,-1.34,-1.21
1539749623557,33.95,35.19,-1.24,-1.22
1539749623762,33.85,35.13,-1.28,-1.22
1539749623963,33.85,35.19,-1.34,-1.23
1539749624159,33.83,35.09,-1.26,-1.23
1539749624364,33.77,35.09,-1.32,-1.24
1539749624561,33.77,35.13,-1.36,-1.24
1539749624762,33.79,35.07,-1.28,-1.24
1539749624958,33.77,35.15,-1.38,-1.25
1539749625159,33.77,35.13,-1.36,-1.25
1539749625355,33.79,35.15,-1.36,-1.26
1539749625560,33.77,35.13,-1.36,-1.26
1539749625761,33.77,35.07,-1.30,-1.26
1539749625957,33.77,35.15,-1.38,-1.27
1539749626163,33.85,35.19,-1.34,-1.27
1539749626359,33.91,35.15,-1.24,-1.27
1539749626559,33.99,35.13,-1.14,-1.27
1539749626756,34.03,35.15,-1.12,-1.28
1539749626960,33.99,35.19,-1.20,-1.28
1539749627157,33.95,35.15,-1.20,-1.28
1539749627357,33.93,35.13,-1.20,-1.28
1539749627555,33.95,35.19,-1.24,-1.28
1539749627759,33.91,35.15,-1.24,-1.28
1539749627960,33.91,35.19,-1.28,-1.28
1539749628156,33.95,35.19,-1.24,-1.28
1539749628357,33.87,35.21,-1.34,-1.28
1539749628555,33.99,35.29,-1.30,-1.28
1539749628758,34.07,35.29,-1.22,-1.27
1539749628956,34.09,35.31,-1.22,-1.28
1539749629157,34.07,35.29,-1.22,-1.27
1539749629353,34.09,35.29,-1.20,-1.27
1539749629558,34.09,35.31,-1.22,-1.27
1539749629754,34.09,35.37,-1.28,-1.27
1539749629955,34.13,35.35,-1.22,-1.27
1539749630160,34.13,35.37,-1.24,-1.27
1539749630356,34.13,35.35,-1.22,-1.27
1539749630557,34.15,35.29,-1.14,-1.27
1539749630753,34.13,35.35,-1.22,-1.27
1539749630958,34.15,35.39,-1.24,-1.27
1539749631154,34.15,35.37,-1.22,-1.26
1539749631356,34.09,35.43,-1.34,-1.26
1539749631552,34.03,35.35,-1.32,-1.26
1539749631753,34.03,35.39,-1.36,-1.26
1539749631957,34.01,35.39,-1.38,-1.26
1539749632154,34.07,35.39,-1.32,-1.26
1539749632355,33.99,35.37,-1.38,-1.26
1539749632551,33.87,35.39,-1.52,-1.26
1539749632756,33.95,35.39,-1.44,-1.26
1539749632953,33.83,35.43,-1.60,-1.27
1539749633154,33.85,35.39,-1.54,-1.27
1539749633351,33.85,35.39,-1.54,-1.27
1539749633555,33.79,35.37,-1.58,-1.28
1539749633752,33.83,35.43,-1.60,-1.28
1539749633952,33.83,35.35,-1.52,-1.29
1539749634153,33.79,35.39,-1.60,-1.29
1539749634354,33.69,35.51,-1.82,-1.30
1539749634554,33.77,35.39,-1.62,-1.31
1539749634751,33.77,35.43,-1.66,-1.32
1539749634952,33.79,35.43,-1.64,-1.33
1539749635149,33.79,35.45,-1.66,-1.33
1539749635353,33.83,35.39,-1.56,-1.34
1539749635549,33.85,35.43,-1.58,-1.35
1539749635750,33.87,35.45,-1.58,-1.36
1539749635947,33.85,35.39,-1.54,-1.37
1539749636152,33.91,35.45,-1.54,-1.38
1539749636353,33.87,35.39,-1.52,-1.39
1539749636549,33.91,35.45,-1.54,-1.40
1539749636753,33.83,35.43,-1.60,-1.40
1539749636950,33.85,35.45,-1.60,-1.41
1539749637151,33.85,35.45,-1.60,-1.42
1539749637348,33.85,35.51,-1.66,-1.43
1539749637553,33.77,35.45,-1.68,-1.43
1539749637749,33.79,35.45,-1.66,-1.44
1539749637950,33.79,35.53,-1.74,-1.45
1539749638151,33.87,35.51,-1.64,-1.46
1539749638347,33.91,35.53,-1.62,-1.46
1539749638552,34.03,35.53,-1.50,-1.47
1539749638749,34.07,35.51,-1.44,-1.48
1539749638950,34.01,35.51,-1.50,-1.48
1539749639146,33.87,35.47,-1.60,-1.49
1539749639350,33.79,35.45,-1.66,-1.49
1539749639547,33.77,35.55,-1.78,-1.50
1539749639748,33.79,35.53,-1.74,-1.50
1539749639944,33.83,35.51,-1.68,-1.51
1539749640149,33.79,35.45,-1.66,-1.51
1539749640349,33.83,35.45,-1.62,-1.52
1539749640547,33.83,35.53,-1.70,-1.53
1539749640747,33.79,35.55,-1.76,-1.53
1539749640948,33.83,35.53,-1.70,-1.54
1539749641148,33.87,35.55,-1.68,-1.54
1539749641345,33.87,35.53,-1.66,-1.55
1539749641546,33.95,35.61,-1.66,-1.55
1539749641742,33.99,35.59,-1.60,-1.56
1539749641948,33.99,35.61,-1.62,-1.56
1539749642148,34.01,35.55,-1.54,-1.57
1539749642344,33.99,35.59,-1.60,-1.57
1539749642550,33.91,35.53,-1.62,-1.57
1539749642746,33.87,35.51,-1.64,-1.58
1539749642947,33.87,35.59,-1.72,-1.58
1539749643144,33.93,35.55,-1.62,-1.58
1539749643348,33.91,35.55,-1.64,-1.58
1539749643545,33.91,35.55,-1.64,-1.59
1539749643746,33.87,35.51,-1.64,-1.59
1539749643942,33.91,35.61,-1.70,-1.59
1539749644143,33.91,35.59,-1.68,-1.59
1539749644348,33.95,35.61,-1.66,-1.60
1539749644544,33.99,35.63,-1.64,-1.60
1539749644745,34.03,35.67,-1.64,-1.60
1539749644941,34.01,35.69,-1.68,-1.60
1539749645146,34.03,35.69,-1.66,-1.61
1539749645342,33.87,35.71,-1.84,-1.61
1539749645544,33.79,35.75,-1.96,-1.61
1539749645741,33.77,35.71,-1.94,-1.61
1539749645945,33.79,35.67,-1.88,-1.62
1539749646146,33.79,35.69,-1.90,-1.62
1539749646342,33.91,35.77,-1.86,-1.63
1539749646547,33.85,35.77,-1.92,-1.64
1539749646744,33.79,35.77,-1.98,-1.64
1539749646944,33.83,35.77,-1.94,-1.65
1539749647141,33.87,35.75,-1.88,-1.65
1539749647342,33.95,35.83,-1.88,-1.66
1539749647538,33.95,35.77,-1.82,-1.67
1539749647743,33.99,35.83,-1.84,-1.68
1539749647943,33.95,35.83,-1.88,-1.69
1539749648140,33.91,35.83,-1.92,-1.69
1539749648345,33.85,35.77,-1.92,-1.70
1539749648542,33.79,35.83,-2.04,-1.70
1539749648743,33.79,35.71,-1.92,-1.71
1539749648939,33.85,35.77,-1.92,-1.72
1539749649140,33.79,35.77,-1.98,-1.73
1539749649341,33.79,35.77,-1.98,-1.73
1539749649541,33.73,35.81,-2.08,-1.74
1539749649742,33.69,35.77,-2.08,-1.75
1539749649938,33.63,35.83,-2.20,-1.76
1539749650143,33.69,35.75,-2.06,-1.77
1539749650340,33.71,35.83,-2.12,-1.78
1539749650540,33.83,35.77,-1.94,-1.79
1539749650738,33.83,35.81,-1.98,-1.80
1539749650942,33.79,35.83,-2.04,-1.81
1539749651142,33.85,35.81,-1.96,-1.81
1539749651340,33.73,35.81,-2.08,-1.82
1539749651540,33.63,35.81,-2.18,-1.83
1539749651736,33.61,35.85,-2.24,-1.84
1539749651941,33.49,35.81,-2.32,-1.85
1539749652138,33.51,35.83,-2.32,-1.86
1539749652339,33.61,35.81,-2.20,-1.87
1539749652535,33.61,35.81,-2.20,-1.88
1539749652740,33.65,35.85,-2.20,-1.89
1539749652936,33.71,35.85,-2.14,-1.90
1539749653137,33.77,35.85,-2.08,-1.91
1539749653334,33.73,35.89,-2.16,-1.92
1539749653539,33.73,35.89,-2.16,-1.93
1539749653739,33.85,35.89,-2.04,-1.94
