Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
1540167956237,35.01,32.97,2.04,2
1540167956241,35.01,32.95,2.06,2
1540167956249,35.01,32.99,2.02,1.99
1540167956253,35.01,33.03,1.98,2
1540167956258,35.05,32.99,2.06,2
1540167956262,35.01,32.97,2.04,2
1540167956441,35.01,32.95,2.06,2
1540167956480,35.01,32.99,2.02,1.99
1540167956480,35.01,33.03,1.98,2
1540167956480,35.05,32.99,2.06,2
1540167956480,35.01,32.97,2.04,2
1540167956639,35.01,32.95,2.06,2
1540167956647,35.07,32.95,2.12,2
1540167956651,34.99,32.85,2.14,2
1540167956655,35.01,32.91,2.10,2
1540167956839,34.99,32.91,2.08,2.01
1540167957044,35.01,32.85,2.16,2.01
1540167957240,35.05,32.95,2.10,2.01
1540167957441,35.01,32.85,2.16,2.02
1540167957638,34.99,32.85,2.14,2.02
1540167957838,35.01,32.77,2.24,2.02
1540167958039,34.99,32.81,2.18,2.02
1540167958240,35.01,32.77,2.24,2.03
1540167958436,35.01,32.83,2.18,2.03
1540167958637,34.99,32.89,2.10,2.03
1540167958838,35.01,32.95,2.06,2.04
1540167959038,35.05,32.99,2.06,2.04
1540167959235,34.99,32.99,2.00,2.05
1540167959436,35.05,33.11,1.94,2.05
1540167959641,35.01,33.07,1.94,2.05
1540167959837,35.01,33.03,1.98,2.05
1540167960038,35.05,32.99,2.06,2.05
1540167960235,35.01,32.99,2.02,2.05
1540167960440,35.05,33.03,2.02,2.05
1540167960636,35.01,33.03,1.98,2.05
1540167960837,35.05,32.97,2.08,2.05
1540167961033,34.97,32.97,2.00,2.05
1540167961238,35.01,32.95,2.06,2.05
1540167961435,35.01,32.91,2.10,2.05
1540167961635,35.01,33.03,1.98,2.05
1540167961836,35.01,32.97,2.04,2.05
1540167962033,34.99,32.99,2.00,2.05
1540167962237,35.01,32.99,2.02,2.05
1540167962434,35.05,33.03,2.02,2.05
1540167962635,35.05,33.07,1.98,2.05
1540167962831,35.05,33.07,1.98,2.05
1540167963036,35.01,33.03,1.98,2.04
1540167963237,35.01,33.03,1.98,2.04
1540167963433,35.01,32.99,2.02,2.04
1540167963634,34.97,32.97,2.00,2.04
1540167963835,35.07,32.97,2.10,2.04
1540167964035,35.05,33.05,2.00,2.03
1540167964232,35.05,33.03,2.02,2.03
1540167964432,35.01,33.05,1.96,2.03
1540167964630,35.01,33.03,1.98,2.03
1540167964834,34.99,33.07,1.92,2.03
1540167965035,35.01,33.13,1.88,2.03
1540167965232,35.05,33.13,1.92,2.02
1540167965436,34.99,33.11,1.88,2.02
1540167965633,34.97,33.07,1.90,2.02
1540167965834,35.07,33.07,2.00,2.02
1540167966030,35.05,33.11,1.94,2.01
1540167966231,34.99,33.03,1.96,2.01
1540167966431,34.97,33.05,1.92,2.01
1540167966632,34.97,33.11,1.86,2
