1539076052839,34.434.23,33.57,0.66,0.79
1539076052864,34.23,33.57,0.66,0.79
1539076052864,34.23,33.55,0.68,0.78
1539076052969,34.21,33.47,0.74,0.78
1539076052973,34.29,33.35,0.94,0.78
1539076052977,34.29,33.33,0.96,0.77
1539076053165,34.31,33.39,0.92,0.77
1539076053366,34.31,33.43,0.88,0.77
1539076053562,34.43,33.43,1.00,0.77
1539076053763,34.51,33.43,1.08,0.77
1539076053967,34.47,33.43,1.04,0.77
1539076054164,34.39,33.47,0.92,0.77
1539076054364,34.39,33.47,0.92,0.78
1539076054562,34.37,33.41,0.96,0.78
1539076054767,34.37,33.57,0.80,0.78
1539076054963,34.37,33.47,0.90,0.79
1539076055163,34.39,33.33,1.06,0.79
1539076055364,34.37,33.35,1.02,0.79
1539076055561,34.31,33.33,0.98,0.80
1539076055766,34.23,33.25,0.98,0.80
1539076055963,34.25,33.19,1.06,0.81
1539076056164,34.23,33.27,0.96,0.81
1539076056360,34.25,33.29,0.96,0.82
1539076056560,34.15,33.29,0.86,0.82
1539076056765,34.15,33.21,0.94,0.83
1539076056962,34.15,33.11,1.04,0.83
1539076057163,34.15,33.11,1.04,0.84
1539076057359,34.09,33.05,1.04,0.85
1539076057565,34.09,33.07,1.02,0.85
1539076057765,34.13,33.17,0.96,0.86
1539076057962,34.15,33.25,0.90,0.86
1539076058162,34.07,33.19,0.88,0.87
1539076058359,34.03,33.21,0.82,0.87
1539076058563,34.07,33.19,0.88,0.88
1539076058764,34.21,33.27,0.94,0.88
1539076058960,34.23,33.25,0.98,0.88
1539076059161,34.39,33.25,1.14,0.89
1539076059357,34.37,33.19,1.18,0.89
1539076059562,34.37,33.21,1.16,0.89
1539076059763,34.37,33.27,1.10,0.90
1539076059960,34.33,33.29,1.04,0.90
1539076060165,34.39,33.29,1.10,0.91
1539076060362,34.39,33.33,1.06,0.91
1539076060562,34.39,33.39,1.00,0.92
1539076060759,34.45,33.39,1.06,0.92
1539076060960,34.43,33.39,1.04,0.93
1539076061164,34.47,33.39,1.08,0.93
1539076061361,34.47,33.35,1.12,0.94
1539076061562,34.43,33.33,1.10,0.94
1539076061758,34.33,33.33,1.00,0.95
1539076061963,34.25,33.25,1.00,0.95
1539076062159,34.25,33.25,1.00,0.96
1539076062360,34.21,33.21,1.00,0.96
1539076062561,34.21,33.21,1.00,0.96
1539076062757,34.15,33.21,0.94,0.97
1539076062962,34.17,33.25,0.92,0.97
1539076063159,34.15,33.29,0.86,0.97
1539076063359,34.13,33.35,0.78,0.98
1539076063556,34.21,33.27,0.94,0.98
1539076063761,34.15,33.19,0.96,0.98
1539076063962,34.13,33.17,0.96,0.98
1539076064158,34.01,33.25,0.76,0.98
1539076064359,34.01,33.19,0.82,0.97
1539076064555,33.95,33.27,0.68,0.97
1539076064761,34.01,33.29,0.72,0.97
1539076064961,34.15,33.21,0.94,0.97
1539076065158,34.21,33.21,1.00,0.96
1539076065363,34.21,33.27,0.94,0.96
1539076065559,34.17,33.27,0.90,0.96
1539076065760,34.25,33.19,1.06,0.96
1539076065956,34.29,33.17,1.12,0.95
1539076066157,34.17,33.17,1.00,0.95
1539076066362,34.21,33.17,1.04,0.95
1539076066559,34.29,33.19,1.10,0.95
1539076066759,34.29,33.21,1.08,0.95
1539076066955,34.31,33.17,1.14,0.95
1539076067157,34.29,33.19,1.10,0.96
1539076067361,34.21,33.21,1.00,0.96
1539076067558,34.21,33.19,1.02,0.96
1539076067758,34.21,33.13,1.08,0.96
1539076067955,34.23,33.21,1.02,0.96
1539076068160,34.23,33.21,1.02,0.97
1539076068356,34.17,33.27,0.90,0.97
1539076068557,34.15,33.29,0.86,0.97
1539076068758,34.13,33.33,0.80,0.97
1539076068955,34.29,33.33,0.96,0.97
1539076069159,34.33,33.35,0.98,0.97
1539076069356,34.31,33.33,0.98,0.97
1539076069556,34.29,33.29,1.00,0.97
1539076069757,34.31,33.25,1.06,0.97
1539076069954,34.37,33.21,1.16,0.97
1539076070159,34.33,33.21,1.12,0.97
1539076070356,34.29,33.19,1.10,0.97
