Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
1539849540074,35.31,27.53,7.78,7.86
1539849540277,35.31,27.53,7.78,7.85
1539849540480,35.31,27.47,7.84,7.86
1539849540683,35.31,27.53,7.78,7.85
1539849540871,35.29,27.49,7.8,7.85
1539849541074,35.35,27.49,7.86,7.85
1539849541277,35.35,27.49,7.86,7.84
1539849541480,35.31,27.53,7.78,7.85
1539849541684,35.27,27.55,7.72,7.84
1539849541871,35.31,27.55,7.76,7.85
1539849542074,35.31,27.49,7.82,7.84
1539849542278,35.31,27.53,7.78,7.84
1539849542481,35.31,27.53,7.78,7.84
1539849542668,35.35,27.55,7.8,7.84
1539849542872,35.31,27.53,7.78,7.84
1539849543075,35.31,27.53,7.78,7.84
1539849543278,35.27,27.53,7.74,7.83
1539849543481,35.29,27.47,7.82,7.84
1539849543668,35.29,27.55,7.74,7.83
1539849543872,35.29,27.47,7.82,7.83
1539849544075,35.31,27.53,7.78,7.83
1539849544278,35.29,27.53,7.76,7.82
1539849544481,35.29,27.49,7.8,7.83
1539849544669,35.31,27.53,7.78,7.82
1539849544872,35.35,27.53,7.82,7.82
1539849545075,35.29,27.55,7.74,7.82
1539849545278,35.29,27.53,7.76,7.81
1539849545466,35.31,27.53,7.78,7.82
1539849545669,35.29,27.55,7.74,7.81
1539849545872,35.29,27.53,7.76,7.81
1539849546075,35.31,27.53,7.78,7.81
1539849546278,35.27,27.49,7.78,7.81
1539849546466,35.37,27.55,7.82,7.81
1539849546669,35.31,27.53,7.78,7.8
1539849546872,35.35,27.47,7.88,7.81
1539849547075,35.27,27.55,7.72,7.8
1539849547278,35.27,27.55,7.72,7.8
1539849547466,35.27,27.53,7.74,7.8
1539849547669,35.35,27.53,7.82,7.79
1539849547872,35.27,27.47,7.8,7.8
1539849548075,35.35,27.55,7.8,7.8
1539849548279,35.27,27.49,7.78,7.79
1539849548466,35.27,27.53,7.74,7.79
1539849548669,35.29,27.49,7.8,7.79
1539849548872,35.31,27.47,7.84,7.79
1539849549076,35.29,27.59,7.7,7.79
1539849549279,35.37,27.53,7.84,7.78
1539849549466,35.27,27.43,7.84,7.79
1539849549669,35.23,27.55,7.68,7.78
1539849549873,35.29,27.59,7.7,7.78
1539849550076,35.29,27.55,7.74,7.78
1539849550279,35.31,27.53,7.78,7.78
1539849550466,35.23,27.55,7.68,7.78
1539849550669,35.29,27.55,7.74,7.78
1539849550873,35.35,27.49,7.86,7.78
1539849551076,35.37,27.49,7.88,7.78
1539849551279,35.29,27.53,7.76,7.77
1539849551466,35.35,27.55,7.8,7.78
1539849551669,35.29,27.53,7.76,7.77
1539849551873,35.29,27.49,7.8,7.78
1539849552076,35.31,27.53,7.78,7.77
1539849552279,35.35,27.55,7.8,7.77
1539849552467,35.31,27.55,7.76,7.78
1539849552670,35.31,27.53,7.78,7.77
1539849552873,35.23,27.53,7.7,7.77
1539849553076,35.23,27.53,7.7,7.77
1539849553279,35.31,27.49,7.82,7.77
1539849553467,35.29,27.49,7.8,7.78
1539849553670,35.35,27.49,7.86,7.77
1539849553873,35.31,27.49,7.82,7.77
1539849554076,35.35,27.53,7.82,7.77
1539849554264,35.31,27.53,7.78,7.77
1539849554467,35.35,27.53,7.82,7.78
1539849554670,35.29,27.53,7.76,7.77
1539849554874,35.37,27.49,7.88,7.78
1539849555077,35.37,27.47,7.9,7.78
1539849555264,35.31,27.53,7.78,7.77
1539849555467,35.31,27.53,7.78,7.78
1539849555670,35.35,27.55,7.8,7.77
1539849555874,35.37,27.53,7.84,7.78
1539849556077,35.37,27.49,7.88,7.78
1539849556264,35.31,27.53,7.78,7.78
1539849556467,35.31,27.49,7.82,7.78
1539849556670,35.35,27.53,7.82,7.78
1539849556874,35.31,27.53,7.78,7.78
1539849557061,35.29,27.53,7.76,7.78
1539849557280,35.29,27.53,7.76,7.78
1539849557467,35.37,27.53,7.84,7.79
1539849557671,35.31,27.55,7.76,7.78
1539849557874,35.29,27.49,7.8,7.79
1539849558062,35.35,27.49,7.86,7.79
1539849558280,35.35,27.55,7.8,7.79
1539849558468,35.35,27.59,7.76,7.8
1539849558671,35.29,27.49,7.8,7.79
1539849558874,35.29,27.55,7.74,7.8
1539849559062,35.35,27.55,7.8,7.8
1539849559265,35.35,27.55,7.8,7.79
1539849559468,35.35,27.61,7.74,7.8
1539849559671,35.29,27.53,7.76,7.79
1539849559859,35.27,27.59,7.68,7.8
1539849560062,35.37,27.59,7.78,7.8
1539849560265,35.31,27.53,7.78,7.79
1539849560468,35.31,27.55,7.76,7.8
1539849560671,35.35,27.55,7.8,7.79
1539849560859,35.27,27.55,7.72,7.8
1539849561062,35.23,27.59,7.64,7.8
1539849561265,35.31,27.59,7.72,7.79
1539849561468,35.35,27.55,7.8,7.8
1539849561671,35.29,27.55,7.74,7.79
1539849561859,35.31,27.59,7.72,7.8
1539849562062,35.37,27.59,7.78,7.79
1539849562265,35.31,27.59,7.72,7.79
1539849562468,35.37,27.59,7.78,7.79
1539849562672,35.31,27.61,7.7,7.79
1539849562859,35.29,27.59,7.7,7.79
1539849563062,35.35,27.61,7.74,7.79
1539849563265,35.35,27.59,7.76,7.78
1539849563469,35.35,27.63,7.72,7.79
1539849563672,35.37,27.61,7.76,7.78
1539849563859,35.31,27.59,7.72,7.78
1539849564063,35.35,27.59,7.76,7.78
1539849564266,35.31,27.53,7.78,7.77
1539849564469,35.31,27.59,7.72,7.78
1539849564672,35.29,27.59,7.7,7.77
1539849564859,35.37,27.61,7.76,7.77
1539849565063,35.37,27.59,7.78,7.77
1539849565266,35.35,27.59,7.76,7.77
1539849565469,35.35,27.59,7.76,7.77
1539849565672,35.29,27.61,7.68,7.76
1539849565860,35.29,27.61,7.68,7.77
1539849566063,35.31,27.59,7.72,7.76
1539849566266,35.31,27.61,7.7,7.76
1539849566469,35.29,27.61,7.68,7.76
1539849566672,35.31,27.61,7.7,7.75
1539849566860,35.29,27.63,7.66,7.76
1539849567063,35.31,27.61,7.7,7.76
1539849567266,35.35,27.61,7.74,7.75
1539849567469,35.27,27.53,7.74,7.75
1539849567672,35.35,27.55,7.8,7.75
1539849567860,35.37,27.49,7.88,7.75
1539849568063,35.29,27.53,7.76,7.75
1539849568266,35.29,27.59,7.7,7.74
1539849568469,35.29,27.55,7.74,7.75
1539849568657,35.23,27.53,7.7,7.74
1539849568860,35.35,27.59,7.76,7.75
1539849569063,35.35,27.63,7.72,7.75
1539849569266,35.39,27.61,7.78,7.74
1539849569469,35.35,27.59,7.76,7.75
1539849569657,35.31,27.61,7.7,7.74
1539849569860,35.35,27.61,7.74,7.74
1539849570063,35.39,27.63,7.76,7.74
1539849570267,35.31,27.61,7.7,7.74
1539849570470,35.35,27.59,7.76,7.74
1539849570657,35.27,27.59,7.68,7.74
1539849570860,35.35,27.53,7.82,7.74
1539849571064,35.31,27.55,7.76,7.74
1539849571267,35.29,27.49,7.8,7.73
1539849571454,35.37,27.59,7.78,7.74
1539849571657,35.31,27.49,7.82,7.73
1539849571861,35.29,27.55,7.74,7.74
1539849572064,35.37,27.59,7.78,7.74
1539849572267,35.37,27.55,7.82,7.74
1539849572454,35.39,27.59,7.8,7.74
1539849572657,35.35,27.59,7.76,7.74
1539849572861,35.39,27.59,7.8,7.74
1539849573064,35.35,27.55,7.8,7.74
1539849573267,35.37,27.59,7.78,7.74
1539849573455,35.35,27.59,7.76,7.75
1539849573658,35.35,27.55,7.8,7.74
1539849573861,35.37,27.61,7.76,7.75
1539849574064,35.35,27.61,7.74,7.75
1539849574267,35.37,27.59,7.78,7.75
1539849574455,35.37,27.59,7.78,7.75
1539849574658,35.37,27.59,7.78,7.75
1539849574861,35.37,27.63,7.74,7.75
1539849575064,35.35,27.61,7.74,7.75
1539849575267,35.39,27.63,7.76,7.75
1539849575455,35.31,27.61,7.7,7.76
1539849575658,35.37,27.63,7.74,7.75
1539849575861,35.37,27.59,7.78,7.76
1539849576064,35.35,27.61,7.74,7.76
1539849576267,35.37,27.59,7.78,7.75
1539849576455,35.37,27.67,7.7,7.76
1539849576658,35.37,27.67,7.7,7.75
1539849576861,35.35,27.61,7.74,7.76
1539849577065,35.37,27.61,7.76,7.76
1539849577268,35.37,27.67,7.7,7.75
1539849577455,35.39,27.61,7.78,7.76
1539849577658,35.39,27.61,7.78,7.75
1539849577861,35.37,27.61,7.76,7.76
1539849578065,35.31,27.55,7.76,7.76
1539849578268,35.31,27.61,7.7,7.75
1539849578455,35.31,27.55,7.76,7.76
1539849578658,35.31,27.61,7.7,7.75
1539849578862,35.37,27.53,7.84,7.76
1539849579065,35.37,27.55,7.82,7.76
1539849579268,35.37,27.53,7.84,7.75
1539849579455,35.35,27.55,7.8,7.76
1539849579658,35.35,27.55,7.8,7.75
1539849579862,35.29,27.59,7.7,7.76
1539849580065,35.35,27.53,7.82,7.76
1539849580252,35.37,27.55,7.82,7.76
1539849580455,35.31,27.53,7.78,7.76
1539849580659,35.39,27.55,7.84,7.76
1539849580862,35.27,27.49,7.78,7.76
1539849581065,35.35,27.55,7.8,7.77
1539849581252,35.35,27.55,7.8,7.76
1539849581455,35.31,27.55,7.76,7.77
1539849581658,35.29,27.55,7.74,7.77
1539849581867,35.31,27.53,7.78,7.77
1539849582054,35.31,27.59,7.72,7.77
1539849582257,35.31,27.53,7.78,7.77
1539849582460,35.35,27.55,7.8,7.78
1539849582664,35.31,27.61,7.7,7.77
1539849582867,35.29,27.59,7.7,7.78
1539849583054,35.23,27.53,7.7,7.78
1539849583257,35.29,27.59,7.7,7.77
1539849583461,35.35,27.55,7.8,7.78
1539849583664,35.37,27.53,7.84,7.77
1539849583867,35.29,27.55,7.74,7.78
1539849584055,35.37,27.61,7.76,7.78
1539849584258,35.27,27.55,7.72,7.77
1539849584461,35.27,27.55,7.72,7.78
1539849584664,35.35,27.55,7.8,7.77
1539849584867,35.35,27.55,7.8,7.78
1539849585055,35.35,27.55,7.8,7.78
1539849585258,35.37,27.59,7.78,7.77
1539849585461,35.31,27.53,7.78,7.78
1539849585664,35.31,27.59,7.72,7.77
1539849585867,35.29,27.53,7.76,7.78
1539849586055,35.37,27.53,7.84,7.78
1539849586258,35.31,27.53,7.78,7.77
1539849586445,35.31,27.49,7.82,7.78
1539849586664,35.35,27.59,7.76,7.77
1539849586851,35.29,27.53,7.76,7.78
1539849587055,35.31,27.55,7.76,7.78
1539849587258,35.39,27.55,7.84,7.77
1539849587446,35.39,27.53,7.86,7.78
1539849587664,35.31,27.55,7.76,7.77
1539849587852,35.37,27.55,7.82,7.78
1539849588055,35.37,27.55,7.82,7.78
1539849588258,35.37,27.63,7.74,7.77
1539849588446,35.39,27.55,7.84,7.78
1539849588664,35.35,27.59,7.76,7.77
1539849588852,35.31,27.55,7.76,7.78
1539849589055,35.39,27.55,7.84,7.78
1539849589259,35.37,27.59,7.78,7.78
1539849589462,35.37,27.59,7.78,7.78
1539849589649,35.37,27.49,7.88,7.78
1539849589852,35.43,27.53,7.9,7.78
1539849590056,35.43,27.61,7.82,7.78
1539849590259,35.35,27.59,7.76,7.78
1539849590462,35.31,27.59,7.72,7.79
1539849590649,35.43,27.59,7.84,7.78
1539849590852,35.35,27.49,7.86,7.78
1539849591056,35.39,27.55,7.84,7.78
1539849591259,35.37,27.59,7.78,7.78
1539849591446,35.29,27.59,7.7,7.79
1539849591649,35.45,27.59,7.86,7.78
1539849591853,35.37,27.63,7.74,7.79
1539849592056,35.39,27.55,7.84,7.79
1539849592259,35.31,27.59,7.72,7.78
1539849592447,35.35,27.63,7.72,7.79
1539849592650,35.43,27.55,7.88,7.78
1539849592853,35.39,27.55,7.84,7.79
1539849593056,35.43,27.59,7.84,7.79
1539849593259,35.37,27.59,7.78,7.79
1539849593447,35.43,27.55,7.88,7.79
1539849593650,35.43,27.59,7.84,7.79
1539849593853,35.37,27.61,7.76,7.79
1539849594056,35.45,27.53,7.92,7.79
1539849594259,35.39,27.61,7.78,7.79
1539849594447,35.39,27.59,7.8,7.8
1539849594650,35.37,27.59,7.78,7.79
1539849594853,35.43,27.61,7.82,7.8
1539849595056,35.43,27.61,7.82,7.8
1539849595259,35.45,27.67,7.78,7.8
1539849595447,35.39,27.59,7.8,7.8
1539849595650,35.35,27.59,7.76,7.8
1539849595853,35.45,27.61,7.84,7.8
1539849596056,35.45,27.59,7.86,7.8
1539849596260,35.39,27.63,7.76,7.8
1539849596447,35.35,27.53,7.82,7.81
1539849596650,35.39,27.55,7.84,7.8
1539849596853,35.45,27.59,7.86,7.8
1539849597057,35.39,27.59,7.8,7.8
1539849597260,35.39,27.59,7.8,7.8
1539849597447,35.35,27.63,7.72,7.81
1539849597650,35.45,27.63,7.82,7.8
1539849597853,35.43,27.55,7.88,7.81
1539849598041,35.37,27.67,7.7,7.81
1539849598260,35.45,27.63,7.82,7.8
1539849598447,35.39,27.63,7.76,7.81
1539849598650,35.45,27.63,7.82,7.8
1539849598854,35.43,27.73,7.7,7.81
1539849599041,35.45,27.69,7.76,7.81
1539849599260,35.35,27.63,7.72,7.8
1539849599447,35.39,27.69,7.7,7.81
1539849599651,35.39,27.63,7.76,7.8
1539849599854,35.37,27.59,7.78,7.81
1539849600041,35.45,27.63,7.82,7.81
1539849600260,35.45,27.61,7.84,7.8
1539849600448,35.45,27.63,7.82,7.81
1539849600651,35.39,27.69,7.7,7.8
1539849600854,35.45,27.59,7.86,7.8
1539849601042,35.45,27.63,7.82,7.8
1539849601245,35.39,27.67,7.72,7.8
1539849601448,35.37,27.63,7.74,7.8
1539849601651,35.45,27.67,7.78,7.79
1539849601854,35.39,27.63,7.76,7.8
1539849602057,35.39,27.75,7.64,7.8
1539849602245,35.39,27.63,7.76,7.79
1539849602448,35.45,27.61,7.84,7.8
1539849602651,35.39,27.73,7.66,7.79
1539849602854,35.39,27.73,7.66,7.79
1539849603042,35.39,27.73,7.66,7.79
1539849603245,35.39,27.61,7.78,7.78
1539849603448,35.39,27.61,7.78,7.79
1539849603651,35.39,27.61,7.78,7.78
1539849603854,35.45,27.61,7.84,7.78
1539849604042,35.45,27.61,7.84,7.78
1539849604245,35.45,27.55,7.9,7.78
1539849604448,35.45,27.61,7.84,7.79
1539849604651,35.39,27.61,7.78,7.78
1539849604854,35.45,27.61,7.84,7.78
1539849605042,35.47,27.55,7.92,7.78
1539849605245,35.45,27.67,7.78,7.78
1539849605448,35.53,27.55,7.98,7.79
1539849605651,35.45,27.63,7.82,7.78
1539849605854,35.47,27.61,7.86,7.79
1539849606042,35.47,27.55,7.92,7.79
1539849606245,35.45,27.55,7.9,7.79
1539849606448,35.45,27.59,7.86,7.8
1539849606651,35.51,27.61,7.9,7.79
1539849606854,35.39,27.55,7.84,7.8
1539849607042,35.51,27.53,7.98,7.8
1539849607245,35.45,27.59,7.86,7.8
1539849607448,35.51,27.61,7.9,7.81
1539849607652,35.53,27.61,7.92,7.8
1539849607839,35.47,27.67,7.8,7.81
1539849608042,35.51,27.59,7.92,7.81
1539849608245,35.45,27.63,7.82,7.81
1539849608448,35.47,27.61,7.86,7.82
1539849608652,35.59,27.61,7.98,7.82
1539849608839,35.45,27.59,7.86,7.83
1539849609042,35.51,27.61,7.9,7.83
1539849609246,35.47,27.59,7.88,7.83
1539849609449,35.47,27.59,7.88,7.84
1539849609652,35.47,27.61,7.86,7.83
1539849609839,35.51,27.59,7.92,7.84
1539849610043,35.47,27.59,7.88,7.84
1539849610246,35.45,27.55,7.9,7.84
1539849610449,35.47,27.59,7.88,7.85
1539849610652,35.53,27.63,7.9,7.84
1539849610839,35.51,27.59,7.92,7.85
1539849611042,35.53,27.59,7.94,7.85
1539849611245,35.51,27.67,7.84,7.85
1539849611449,35.53,27.61,7.92,7.86
1539849611636,35.51,27.55,7.96,7.85
1539849611855,35.51,27.61,7.9,7.86
1539849612050,35.53,27.67,7.86,7.86
1539849612253,35.53,27.61,7.92,7.86
1539849612440,35.51,27.73,7.78,7.87
1539849612643,35.53,27.67,7.86,7.86
1539849612846,35.51,27.61,7.9,7.87
1539849613050,35.51,27.63,7.88,7.87
1539849613253,35.51,27.67,7.84,7.86
1539849613440,35.51,27.61,7.9,7.87
1539849613643,35.51,27.63,7.88,7.87
1539849613846,35.51,27.63,7.88,7.87
1539849614050,35.47,27.61,7.86,7.87
1539849614237,35.53,27.61,7.92,7.87
1539849614440,35.59,27.63,7.96,7.88
1539849614643,35.53,27.73,7.8,7.87
1539849614847,35.53,27.63,7.9,7.88
1539849615050,35.53,27.73,7.8,7.88
1539849615237,35.53,27.73,7.8,7.87
1539849615456,35.51,27.73,7.78,7.88
1539849615644,35.55,27.73,7.82,7.87
1539849615847,35.53,27.69,7.84,7.88
1539849616050,35.53,27.69,7.84,7.88
1539849616238,35.55,27.67,7.88,7.87
1539849616441,35.53,27.69,7.84,7.88
1539849616644,35.51,27.67,7.84,7.87
1539849616847,35.51,27.67,7.84,7.87
1539849617035,35.53,27.63,7.9,7.87
1539849617238,35.51,27.63,7.88,7.87
1539849617441,35.55,27.61,7.94,7.87
1539849617644,35.53,27.63,7.9,7.87
1539849617847,35.55,27.75,7.8,7.87
1539849618035,35.53,27.73,7.8,7.87
1539849618238,35.53,27.63,7.9,7.87
1539849618441,35.55,27.69,7.86,7.87
1539849618644,35.53,27.67,7.86,7.87
1539849618847,35.51,27.67,7.84,7.87
1539849619035,35.53,27.73,7.8,7.87
1539849619238,35.53,27.63,7.9,7.87
1539849619441,35.53,27.63,7.9,7.87
1539849619644,35.53,27.61,7.92,7.87
1539849619847,35.51,27.61,7.9,7.87
1539849620035,35.53,27.61,7.92,7.87
1539849620238,35.51,27.67,7.84,7.87
1539849620441,35.55,27.67,7.88,7.88
1539849620644,35.55,27.63,7.92,7.87
1539849620847,35.53,27.69,7.84,7.87
1539849621035,35.51,27.67,7.84,7.87
1539849621238,35.53,27.73,7.8,7.87
1539849621441,35.55,27.75,7.8,7.88
1539849621644,35.55,27.69,7.86,7.87
1539849621848,35.53,27.67,7.86,7.87
1539849622035,35.55,27.69,7.86,7.87
1539849622238,35.55,27.67,7.88,7.87
1539849622441,35.55,27.63,7.92,7.87
1539849622644,35.61,27.55,8.06,7.87
1539849622848,35.51,27.53,7.98,7.87
1539849623035,35.59,27.55,8.04,7.87
1539849623239,35.61,27.55,8.06,7.87
1539849623442,35.59,27.55,8.04,7.88
1539849623645,35.63,27.53,8.1,7.88
1539849623848,35.61,27.61,8,7.88
1539849624036,35.61,27.59,8.02,7.89
1539849624239,35.67,27.61,8.06,7.89
1539849624442,35.67,27.63,8.04,7.9
1539849624645,35.67,27.63,8.04,7.89
1539849624848,35.55,27.63,7.92,7.9
1539849625036,35.63,27.61,8.02,7.91
1539849625239,35.59,27.69,7.9,7.91
1539849625442,35.59,27.67,7.92,7.92
1539849625645,35.59,27.61,7.98,7.91
1539849625833,35.63,27.63,8,7.92
1539849626036,35.59,27.63,7.96,7.92
1539849626239,35.59,27.61,7.98,7.92
1539849626442,35.53,27.69,7.84,7.93
1539849626645,35.61,27.67,7.94,7.93
1539849626833,35.59,27.69,7.9,7.94
1539849627036,35.59,27.61,7.98,7.94
1539849627239,35.55,27.63,7.92,7.94
1539849627442,35.61,27.67,7.94,7.95
1539849627645,35.55,27.59,7.96,7.94
1539849627833,35.59,27.59,8,7.95
1539849628036,35.61,27.63,7.98,7.95
1539849628239,35.59,27.67,7.92,7.94
1539849628442,35.61,27.63,7.98,7.95
1539849628630,35.55,27.61,7.94,7.95
1539849628833,35.61,27.67,7.94,7.95
1539849629036,35.59,27.59,8,7.95
1539849629239,35.55,27.61,7.94,7.95
1539849629442,35.63,27.59,8.04,7.96
1539849629630,35.55,27.55,8,7.95
1539849629849,35.55,27.55,8,7.96
1539849630036,35.55,27.53,8.02,7.96
1539849630239,35.61,27.59,8.02,7.96
1539849630442,35.61,27.55,8.06,7.96
1539849630630,35.55,27.61,7.94,7.96
1539849630849,35.59,27.63,7.96,7.97
1539849631036,35.59,27.53,8.06,7.97
1539849631239,35.53,27.59,7.94,7.96
1539849631443,35.51,27.61,7.9,7.97
1539849631630,35.59,27.55,8.04,7.97
1539849631833,35.63,27.63,8,7.97
1539849632037,35.53,27.63,7.9,7.97
1539849632240,35.59,27.63,7.96,7.97
1539849632427,35.53,27.61,7.92,7.98
1539849632630,35.55,27.63,7.92,7.97
1539849632833,35.55,27.55,8,7.97
1539849633037,35.59,27.59,8,7.97
1539849633240,35.51,27.61,7.9,7.97
1539849633427,35.55,27.63,7.92,7.98
1539849633630,35.51,27.59,7.92,7.97
1539849633833,35.55,27.63,7.92,7.97
1539849634037,35.53,27.59,7.94,7.97
1539849634240,35.55,27.59,7.96,7.97
1539849634427,35.53,27.59,7.94,7.97
1539849634630,35.53,27.55,7.98,7.97
1539849634833,35.53,27.55,7.98,7.97
1539849635037,35.53,27.61,7.92,7.97
1539849635240,35.55,27.63,7.92,7.97
1539849635428,35.53,27.59,7.94,7.97
1539849635631,35.55,27.55,8,7.97
1539849635834,35.51,27.59,7.92,7.97
1539849636037,35.53,27.59,7.94,7.97
1539849636240,35.51,27.63,7.88,7.97
1539849636428,35.53,27.61,7.92,7.97
1539849636631,35.55,27.61,7.94,7.96
1539849636834,35.51,27.63,7.88,7.97
1539849637037,35.53,27.61,7.92,7.97
1539849637240,35.51,27.67,7.84,7.96
1539849637428,35.47,27.61,7.86,7.97
1539849637631,35.53,27.53,8,7.96
1539849637834,35.61,27.59,8.02,7.97
1539849638037,35.51,27.59,7.92,7.96
1539849638240,35.47,27.61,7.86,7.96
1539849638428,35.51,27.61,7.9,7.97
1539849638631,35.51,27.67,7.84,7.96
1539849638834,35.53,27.67,7.86,7.96
1539849639037,35.55,27.63,7.92,7.96
1539849639240,35.59,27.69,7.9,7.95
1539849639428,35.53,27.59,7.94,7.96
1539849639631,35.51,27.67,7.84,7.95
1539849639834,35.51,27.59,7.92,7.95
1539849640038,35.51,27.67,7.84,7.95
1539849640241,35.51,27.59,7.92,7.95
1539849640428,35.53,27.63,7.9,7.95
1539849640631,35.55,27.61,7.94,7.94
1539849640834,35.59,27.63,7.96,7.95
1539849641038,35.51,27.61,7.9,7.94
1539849641241,35.51,27.63,7.88,7.94
1539849641428,35.53,27.61,7.92,7.95
1539849641631,35.53,27.59,7.94,7.94
1539849641834,35.51,27.59,7.92,7.94
1539849642038,35.53,27.61,7.92,7.94
1539849642241,35.51,27.63,7.88,7.93
1539849642428,35.47,27.61,7.86,7.94
1539849642631,35.51,27.63,7.88,7.93
1539849642834,35.51,27.59,7.92,7.93
1539849643038,35.51,27.55,7.96,7.93
1539849643241,35.53,27.61,7.92,7.93
1539849643429,35.47,27.61,7.86,7.93
1539849643632,35.51,27.59,7.92,7.92
1539849643835,35.51,27.59,7.92,7.93
1539849644023,35.47,27.61,7.86,7.93
1539849644241,35.51,27.61,7.9,7.92
1539849644429,35.55,27.59,7.96,7.93
1539849644632,35.51,27.61,7.9,7.92
1539849644835,35.53,27.61,7.92,7.92
1539849645023,35.53,27.59,7.94,7.92
1539849645241,35.53,27.59,7.94,7.92
1539849645429,35.51,27.59,7.92,7.92
1539849645632,35.51,27.55,7.96,7.92
1539849645835,35.55,27.55,8,7.92
1539849646038,35.53,27.59,7.94,7.92
